review_id,product_name,category,review_text,rating,review_date,helpful_votes
224,오큘러스 퀘스트 3,VR기기,어지러움 느끼는 사람 있어요. 멀미 주의하세요.,3,2024-08-25,56
225,피코 4,VR기기,가격 대비 성능 좋아요. 퀘스트보다 저렴해요.,4,2024-08-26,45
226,피코 4,VR기기,콘텐츠가 적어요. 퀘스트에 비해 게임 부족해요.,2,2024-08-27,34
227,플레이스테이션 VR2,VR기기,PS5와 연결해서 쓰면 최고예요! 그래픽 대박!,5,2024-08-28,78
228,플레이스테이션 VR2,VR기기,유선이라 좀 불편해요. 선에 걸릴 때 있어요.,3,2024-08-29,45
229,닌텐도 라보 VR,VR기기,아이들이 좋아해요! 만들기 키트라 교육적이에요.,4,2024-08-30,34
230,닌텐도 라보 VR,VR기기,화질이 낮아요. 본격 VR이라 보기 어려워요.,2,2024-08-31,23
231,삼성 기어 VR,VR기기,스마트폰으로 간단히 VR 경험할 수 있어요.,3,2024-09-01,34
232,삼성 기어 VR,VR기기,단종됐어요. 이제 지원 안 합니다.,1,2024-09-02,56
233,애플 비전 프로,VR기기,혁신적인 기기예요! 미래가 왔습니다.,5,2024-09-03,112
234,애플 비전 프로,VR기기,가격이 너무 비싸요. 일반인은 접근 어려워요.,2,2024-09-04,89
235,삼성 갤럭시 S24,스마트폰,카메라 줌 성능이 좋아요! 멀리 있는 것도 선명해요.,5,2024-09-05,67
236,삼성 갤럭시 S24,스마트폰,저장 용량이 아쉬워요. 128GB 기본은 부족해요.,3,2024-09-06,45
237,애플 아이폰 15,스마트폰,긴급 SOS 위성 통신 기능이 안심돼요.,4,2024-09-07,56
238,애플 아이폰 15,스마트폰,스크린 보호 필름 필수예요. 긁힘 주의하세요.,3,2024-09-08,34
239,LG 그램 17,노트북,장시간 배터리가 대박이에요! 하루 종일 써도 돼요.,5,2024-09-09,78
240,LG 그램 17,노트북,USB 포트가 부족해요. 허브 필요합니다.,3,2024-09-10,45
241,소니 WH-1000XM5,이어폰/헤드폰,30시간 배터리! 출장 가도 걱정 없어요.,5,2024-09-11,67
242,소니 WH-1000XM5,이어폰/헤드폰,터치 조작이 가끔 오작동해요. 민감합니다.,3,2024-09-12,34
243,에어팟 프로 2,이어폰/헤드폰,적응형 노캔이 스마트해요. 상황에 맞게 조절돼요.,5,2024-09-13,78
244,에어팟 프로 2,이어폰/헤드폰,안드로이드에선 기능 제한돼요. 아이폰 필수!,2,2024-09-14,56
245,다이슨 V15,청소기,바닥 종류 자동 감지해요! 똑똑한 청소기예요.,5,2024-09-15,67
246,다이슨 V15,청소기,부속품이 많아서 보관이 어려워요. 자리 차지해요.,3,2024-09-16,45
247,삼성 비스포크 냉장고,가전,푸드쇼케이스가 편해요. 자주 먹는 음식 바로 꺼낼 수 있어요.,5,2024-09-17,56
248,삼성 비스포크 냉장고,가전,설치 시 문 방향 확인 필수예요. 바꾸기 어려워요.,3,2024-09-18,34
249,LG 올레드 TV,TV,webOS가 편해요. 리모컨 하나로 모든 조작 가능!,5,2024-09-19,78
250,LG 올레드 TV,TV,광고가 늘었어요. 홈 화면에 추천 콘텐츠 많아요.,2,2024-09-20,56
251,샤오미 로봇청소기,청소기,자동 먼지 비움 기능이 너무 편해요!,5,2024-09-21,67
252,샤오미 로봇청소기,청소기,먼지통 용량이 작아요. 자주 비워줘야 해요.,3,2024-09-22,34
253,삼성 갤럭시 버즈3,이어폰/헤드폰,디자인이 세련됐어요. 예전보다 예뻐졌어요.,4,2024-09-23,45
254,삼성 갤럭시 버즈3,이어폰/헤드폰,이어팁 사이즈가 안 맞아요. 추가 구매했어요.,2,2024-09-24,23
255,애플 맥북 에어 M3,노트북,팬리스라 완전 조용해요. 카페에서 쓰기 좋아요.,5,2024-09-25,78
256,애플 맥북 에어 M3,노트북,웹캠 화질이 아쉬워요. 화상회의할 때 그저 그래요.,3,2024-09-26,45
257,삼성 갤럭시 탭 S9,태블릿,덱스 모드로 노트북처럼 써요. 생산성 좋아요!,5,2024-09-27,67
258,삼성 갤럭시 탭 S9,태블릿,키보드 케이스가 비싸요. 추가 비용 부담돼요.,3,2024-09-28,34
259,아이패드 프로 M4,태블릿,얇아져서 휴대성 좋아졌어요! 가방에 쏙!,5,2024-09-29,78
260,아이패드 프로 M4,태블릿,파이널 컷 같은 앱 별도 구매해야 해요. 비용 추가!,3,2024-09-30,45
261,보스 QC45,이어폰/헤드폰,음성 안내가 친절해요. 쓰기 편해요.,4,2024-10-01,34
262,보스 QC45,이어폰/헤드폰,유선 연결시 음질이 더 좋아요. 무선만 쓰면 아쉬워요.,3,2024-10-02,23
263,닌텐도 스위치 OLED,게임기,다양한 인디 게임 즐길 수 있어요. 게임 많아요.,5,2024-10-03,56
264,닌텐도 스위치 OLED,게임기,온라인 서비스가 빈약해요. 친구랑 하기 아쉬워요.,2,2024-10-04,45
265,플레이스테이션 5,게임기,듀얼센스 컨트롤러가 혁신적이에요! 촉각 피드백 최고!,5,2024-10-05,78
266,플레이스테이션 5,게임기,아직도 크기가 커요. 책장에 안 들어가요.,3,2024-10-06,56
267,삼성 갤럭시 워치 6,스마트워치,빅스비보다 구글 어시스턴트 쓸 수 있어서 좋아요.,4,2024-10-07,45
268,삼성 갤럭시 워치 6,스마트워치,스트랩 가격이 비싸요. 정품은 부담돼요.,2,2024-10-08,34
269,애플 워치 시리즈 9,스마트워치,더블탭 제스처가 신기해요! 손가락으로 조작 가능!,5,2024-10-09,67
270,애플 워치 시리즈 9,스마트워치,야간 모드가 너무 어두워요. 보기 힘들어요.,3,2024-10-10,45
271,샤오미 공기청정기,가전,넓은 방도 커버 가능해요. 청정 면적 넓어요.,5,2024-10-11,56
272,샤오미 공기청정기,가전,필터 정품 확인 어려워요. 가품 주의하세요.,2,2024-10-12,34
273,다이슨 에어랩,뷰티가전,다양한 스타일링 가능해요. 헤어샵 갈 필요 없어요!,5,2024-10-13,78
274,다이슨 에어랩,뷰티가전,어태치먼트 보관이 불편해요. 자리 많이 차지해요.,3,2024-10-14,45
275,필립스 전동칫솔,뷰티가전,압력 센서가 있어서 잇몸 보호돼요. 안전해요.,5,2024-10-15,56
276,필립스 전동칫솔,뷰티가전,충전대가 필요해요. 무선 충전 안 돼요.,2,2024-10-16,23
277,삼성 T7 SSD,저장장치,지문 인식 보안이 좋아요. 소중한 파일 안전해요.,5,2024-10-17,67
278,삼성 T7 SSD,저장장치,맥에서 포맷 다시 해야 해요. 처음에 귀찮아요.,3,2024-10-18,34
279,샌디스크 USB,저장장치,내구성이 좋아요. 떨어뜨려도 괜찮아요.,4,2024-10-19,45
280,샌디스크 USB,저장장치,용량 표시가 실제보다 적어요. 왜 그런지 모르겠어요.,2,2024-10-20,34
281,로지텍 MX Master 3,마우스/키보드,스크롤 휠이 부드러워요. 문서 작업시 편해요.,5,2024-10-21,56
282,로지텍 MX Master 3,마우스/키보드,색상 옵션이 적어요. 더 다양했으면 좋겠어요.,3,2024-10-22,23
283,레오폴드 키보드,마우스/키보드,PBT 키캡이라 번들거림 없어요. 오래 써도 깨끗해요.,5,2024-10-23,67
284,레오폴드 키보드,마우스/키보드,무선 버전이 없어요. 선 정리 필요해요.,3,2024-10-24,45
285,삼성 오디세이 G9,모니터,게임에서 화면이 감싸는 느낌이에요. 몰입감 대박!,5,2024-10-25,78
286,삼성 오디세이 G9,모니터,그래픽 카드 좋아야 해요. 사양 체크 필수!,3,2024-10-26,56
287,LG 27인치 모니터,모니터,IPS 패널이라 색감이 좋아요. 사진 편집에 좋아요.,4,2024-10-27,45
288,LG 27인치 모니터,모니터,HDR이 제한적이에요. 밝기가 부족해요.,3,2024-10-28,34
289,캐논 EOS R6,카메라,렌즈 호환이 좋아요. 기존 EF 렌즈도 사용 가능!,5,2024-10-29,67
290,캐논 EOS R6,카메라,터치스크린 반응이 조금 느려요. 버튼이 나아요.,3,2024-10-30,45
291,소니 A7 IV,카메라,리얼타임 AF가 대박이에요! 초점 안 놓쳐요.,5,2024-10-31,78
292,소니 A7 IV,카메라,그립이 좀 미끄러워요. 그립 보조기 필요해요.,3,2024-11-01,34
293,고프로 히어로 12,카메라,수직 촬영 모드가 생겼어요! 틱톡/릴스에 좋아요.,5,2024-11-02,56
294,고프로 히어로 12,카메라,마운트가 고프로 전용이에요. 호환 부품 찾기 어려워요.,2,2024-11-03,34
295,DJI 미니 4 프로,드론,장애물 회피 센서가 좋아요. 안전하게 비행!,5,2024-11-04,67
296,DJI 미니 4 프로,드론,비행 시간이 생각보다 짧아요. 배터리 2-3개 필요!,3,2024-11-05,45
297,삼성 갤럭시 S24,스마트폰,화면 밝기가 밝아요! 야외에서도 잘 보여요.,5,2024-11-06,56
298,삼성 갤럭시 S24,스마트폰,번들 충전기가 없어요. 따로 사야 해서 아쉬워요.,2,2024-11-07,78
299,애플 아이폰 15,스마트폰,아이메시지가 편해요! 아이폰 친구들과 연락하기 좋아요.,4,2024-11-08,45
300,애플 아이폰 15,스마트폰,안드로이드에서 넘어오니 적응이 어려워요. 불편해요.,2,2024-11-09,56
301,LG 그램 17,노트북,MIL-STD 인증이라 내구성 좋아요. 튼튼해요!,5,2024-11-10,67
302,LG 그램 17,노트북,스피커 성능이 아쉬워요. 이어폰 필수에요.,3,2024-11-11,34
303,소니 WH-1000XM5,이어폰/헤드폰,LDAC 지원해서 고음질 음악 즐길 수 있어요!,5,2024-11-12,78
304,소니 WH-1000XM5,이어폰/헤드폰,aptX 없어요. 일부 기기와 호환 아쉬워요.,3,2024-11-13,45
305,에어팟 프로 2,이어폰/헤드폰,찾기 기능 덕분에 잃어버려도 찾을 수 있어요!,5,2024-11-14,56
306,에어팟 프로 2,이어폰/헤드폰,가격이 계속 올라요. 부담스러워요.,2,2024-11-15,67
307,다이슨 V15,청소기,LED 화면에 정보 표시돼요. 먼지량 확인 가능!,5,2024-11-16,45
308,다이슨 V15,청소기,필터 세척이 번거로워요. 말리는데 시간 걸려요.,3,2024-11-17,34
309,삼성 비스포크 냉장고,가전,모듈형이라 패널 색상 바꿀 수 있어요. 인테리어에 맞춰요!,5,2024-11-18,67
310,삼성 비스포크 냉장고,가전,IoT 기능 설정이 복잡해요. 앱 연동 어려워요.,2,2024-11-19,45
311,LG 올레드 TV,TV,벽걸이로 설치하면 깔끔해요. 인테리어 살아요!,5,2024-11-20,78
312,LG 올레드 TV,TV,벽걸이 설치비가 비싸요. 추가 비용 많이 들어요.,3,2024-11-21,56
313,샤오미 로봇청소기,청소기,예약 청소 설정이 편해요. 외출 중에 청소 끝!,5,2024-11-22,45
314,샤오미 로봇청소기,청소기,카펫 인식이 가끔 안 돼요. 물걸레로 젖을 때 있어요.,2,2024-11-23,34
315,삼성 갤럭시 버즈3,이어폰/헤드폰,삼성폰과 팝업 연결이 편해요! 바로 연결돼요.,5,2024-11-24,56
316,삼성 갤럭시 버즈3,이어폰/헤드폰,통화 중 주변 소리가 새요. 조용한 곳에서만 통화해야 해요.,2,2024-11-25,34
317,애플 맥북 에어 M3,노트북,유니버설 클립보드가 편해요. 아이폰에서 복사해서 맥에 붙여넣기!,5,2024-11-26,67
318,애플 맥북 에어 M3,노트북,저장 용량 업그레이드 비용이 비싸요. 기본 256GB는 부족해요.,3,2024-11-27,56
319,삼성 갤럭시 탭 S9,태블릿,방수 방진이라 안심이에요. 욕실에서도 사용 가능!,5,2024-11-28,45
320,삼성 갤럭시 탭 S9,태블릿,업데이트가 좀 느려요. 삼성 빨리 지원해주세요.,2,2024-11-29,34
321,아이패드 프로 M4,태블릿,스테이지 매니저로 멀티태스킹 편해요! 생산성 UP!,5,2024-11-30,78
322,아이패드 프로 M4,태블릿,아이패드OS 한계가 있어요. 맥OS 올려주세요.,3,2024-12-01,67
323,보스 QC45,이어폰/헤드폰,이퀄라이저 앱에서 조절 가능해요. 원하는 소리로!,4,2024-12-02,45
324,보스 QC45,이어폰/헤드폰,배터리 잔량 확인이 앱에서만 돼요. 기기에서 보고 싶어요.,2,2024-12-03,23
325,닌텐도 스위치 OLED,게임기,가족 멤버십이 있어서 온라인 게임 같이 즐겨요!,5,2024-12-04,56
326,닌텐도 스위치 OLED,게임기,클라우드 세이브가 일부 게임만 돼요. 불편해요.,2,2024-12-05,45
327,플레이스테이션 5,게임기,플러스 서비스로 게임 많이 즐겨요! 가성비 좋아요.,5,2024-12-06,67
328,플레이스테이션 5,게임기,게임 다운로드가 오래 걸려요. 용량이 크네요.,3,2024-12-07,34
329,삼성 갤럭시 워치 6,스마트워치,체성분 측정이 신기해요! 체지방 확인 가능!,5,2024-12-08,56
330,삼성 갤럭시 워치 6,스마트워치,손목이 가는 사람에겐 좀 커요. 44mm는 크네요.,3,2024-12-09,34
331,애플 워치 시리즈 9,스마트워치,낙상 감지가 있어서 노인분께 좋아요. 안전해요!,5,2024-12-10,78
332,애플 워치 시리즈 9,스마트워치,커스텀 워치페이스가 제한적이에요. 더 다양했으면!,3,2024-12-11,45
333,샤오미 공기청정기,가전,미세먼지 수치 LED로 바로 확인 가능해요!,5,2024-12-12,56
334,샤오미 공기청정기,가전,최대 출력시 소음이 커요. 밤에는 못 써요.,2,2024-12-13,34
335,다이슨 에어랩,뷰티가전,유튜브 보고 따라하면 쉬워요! 처음엔 영상 보세요.,4,2024-12-14,45
336,다이슨 에어랩,뷰티가전,짧은 머리엔 효과가 덜해요. 긴 머리 추천!,3,2024-12-15,34
337,필립스 전동칫솔,뷰티가전,타이머가 있어서 2분 양치 가능해요. 습관 형성에 좋아요.,5,2024-12-16,56
338,필립스 전동칫솔,뷰티가전,진동 패턴이 단순해요. 더 다양했으면 좋겠어요.,3,2024-12-17,23
339,삼성 T7 SSD,저장장치,USB-C 케이블 포함이라 바로 사용 가능해요!,4,2024-12-18,34
340,삼성 T7 SSD,저장장치,케이블이 짧아요. 더 길었으면 편할텐데.,2,2024-12-19,23
341,샌디스크 USB,저장장치,메탈 바디라 튼튼해요. 오래 사용 가능해요.,4,2024-12-20,45
342,샌디스크 USB,저장장치,발열이 좀 있어요. 장시간 사용시 뜨거워요.,3,2024-12-21,34
343,로지텍 MX Master 3,마우스/키보드,플로우 기능으로 맥/윈도우 오가기 편해요!,5,2024-12-22,67
344,로지텍 MX Master 3,마우스/키보드,충전 포트 위치가 아래라 충전하면서 못 써요.,2,2024-12-23,45
345,레오폴드 키보드,마우스/키보드,조용한 적축이라 사무실에서 쓰기 좋아요.,5,2024-12-24,56
346,레오폴드 키보드,마우스/키보드,RGB 없어서 심심해요. 조명 좋아하는 사람에겐 아쉬워요.,3,2024-12-25,23
347,삼성 오디세이 G9,모니터,HDR 1000으로 밝기가 대박이에요! 영화 볼 때 좋아요.,5,2024-12-26,78
348,삼성 오디세이 G9,모니터,팬 소음이 있어요. 조용한 환경에선 들려요.,3,2024-12-27,45
349,LG 27인치 모니터,모니터,USB-C 원케이블 연결 가능해요! 깔끔해요.,5,2024-12-28,56
350,LG 27인치 모니터,모니터,메뉴 조작이 불편해요. 조이스틱 버튼이 답답해요.,2,2024-12-29,34
351,캐논 EOS R6,카메라,듀얼 SD 카드 슬롯이 좋아요! 백업이 가능해요.,5,2024-12-30,67
352,캐논 EOS R6,카메라,바디만 구매하면 비싸요. 렌즈 포함이면 좋겠어요.,3,2024-12-31,45
353,소니 A7 IV,카메라,10비트 4:2:2 지원으로 컬러 그레이딩 자유로워요!,5,2025-01-01,78
354,소니 A7 IV,카메라,CFexpress 카드가 비싸요. SD카드도 되지만 속도 차이 나요.,3,2025-01-02,56
355,고프로 히어로 12,카메라,앱으로 원격 조작 가능해요! 셀프 촬영 편해요.,5,2025-01-03,45
356,고프로 히어로 12,카메라,배터리 교체가 번거로워요. 케이스 열어야 해요.,2,2025-01-04,34
357,DJI 미니 4 프로,드론,4K 60fps 촬영 가능해요! 영상 퀄리티 좋아요.,5,2025-01-05,67
358,DJI 미니 4 프로,드론,RC 조종기 별매예요. 폰만으로는 불편해요.,3,2025-01-06,45
359,삼성 갤럭시 S24,스마트폰,서클 투 서치가 편해요! 화면에서 바로 검색!,5,2025-01-07,78
360,삼성 갤럭시 S24,스마트폰,AI 기능 일부가 클라우드 의존이에요. 인터넷 필요해요.,3,2025-01-08,56
361,애플 아이폰 15,스마트폰,에어드랍으로 파일 공유 빨라요! 아이폰끼리 최고!,5,2025-01-09,67
362,애플 아이폰 15,스마트폰,설정 메뉴가 복잡해요. 원하는 옵션 찾기 어려워요.,2,2025-01-10,45
363,LG 그램 17,노트북,썬더볼트 4 지원으로 확장성 좋아요!,5,2025-01-11,56
364,LG 그램 17,노트북,그램 전용 파우치가 비싸요. 서드파티 사용해요.,2,2025-01-12,23
365,소니 WH-1000XM5,이어폰/헤드폰,빠른 충전으로 3분에 3시간 청취 가능!,5,2025-01-13,78
366,소니 WH-1000XM5,이어폰/헤드폰,이어패드 교체가 어려워요. 자가수리 힘들어요.,3,2025-01-14,45
367,에어팟 프로 2,이어폰/헤드폰,공간 음향으로 영화 볼 때 극장 같아요!,5,2025-01-15,67
368,에어팟 프로 2,이어폰/헤드폰,충전 케이스가 잘 긁혀요. 케이스 커버 필수!,2,2025-01-16,34
369,다이슨 V15,청소기,전체 집 청소 1회분 충전으로 가능해요!,5,2025-01-17,56
370,다이슨 V15,청소기,벽걸이 거치대 설치가 귀찮아요. 타공 필요해요.,3,2025-01-18,45
371,삼성 비스포크 냉장고,가전,정수기 일체형이라 공간 절약돼요!,5,2025-01-19,78
372,삼성 비스포크 냉장고,가전,필터 비용이 비싸요. 정기적으로 교체해야 해요.,2,2025-01-20,56
373,LG 올레드 TV,TV,돌비 비전으로 영화 퀄리티가 달라요! 몰입감!,5,2025-01-21,67
374,LG 올레드 TV,TV,밝은 방에서는 반사가 있어요. 암막 커튼 필요해요.,3,2025-01-22,45
375,샤오미 로봇청소기,청소기,장애물 회피가 똑똑해요! 가구 안 부딪혀요.,5,2025-01-23,56
376,샤오미 로봇청소기,청소기,한글 음성 안내가 없어요. 중국어/영어만 돼요.,2,2025-01-24,34
377,삼성 갤럭시 버즈3,이어폰/헤드폰,360 오디오로 몰입감 있어요! 게임할 때 좋아요.,5,2025-01-25,67
378,삼성 갤럭시 버즈3,이어폰/헤드폰,땀에 약해요. 운동할 때 주의 필요해요.,2,2025-01-26,45
379,애플 맥북 에어 M3,노트북,호버텍스트로 작은 글씨 확대돼요. 시력 보호!,4,2025-01-27,34
380,애플 맥북 에어 M3,노트북,터치스크린 없어요. 아이패드처럼 쓰고 싶은데 아쉬워요.,3,2025-01-28,56
381,삼성 갤럭시 탭 S9,태블릿,AMOLED 화면이라 색감이 진하고 예뻐요!,5,2025-01-29,67
382,삼성 갤럭시 탭 S9,태블릿,동영상 인코딩이 느려요. 영상 편집에는 부족해요.,2,2025-01-30,34
383,아이패드 프로 M4,태블릿,나노 텍스처 옵션으로 반사 없어요! 야외에서도 OK!,5,2025-01-31,78
384,아이패드 프로 M4,태블릿,나노 텍스처 추가 비용이 비싸요. 20만원 넘어요.,3,2025-02-01,56
385,삼성 갤럭시 S24,스마트폰,원 UI 7이 깔끔해요! 직관적인 인터페이스!,5,2025-02-02,67
386,삼성 갤럭시 S24,스마트폰,블로트웨어가 많아요. 삭제 안 되는 앱 있어요.,2,2025-02-03,45
387,애플 아이폰 15,스마트폰,라이트닝에서 USB-C로 바뀌어서 너무 좋아요!,5,2025-02-04,89
388,애플 아이폰 15,스마트폰,60Hz 화면이에요. 경쟁사는 120Hz인데 아쉬워요.,2,2025-02-05,67
389,LG 그램 17,노트북,무게가 정말 가벼워요! 한 손으로 들 수 있어요.,5,2025-02-06,78
390,LG 그램 17,노트북,SSD 교체가 까다로워요. AS 맡겨야 해요.,2,2025-02-07,45
391,소니 WH-1000XM5,이어폰/헤드폰,주변 소리 모드가 자연스러워요. 대화하기 좋아요!,5,2025-02-08,56
392,소니 WH-1000XM5,이어폰/헤드폰,머리 큰 사람에겐 착용감이 빡빡해요. 조절 안 돼요.,3,2025-02-09,34
393,에어팟 프로 2,이어폰/헤드폰,정품 등록하면 분실 보호 있어요! 찾기 쉬워요.,5,2025-02-10,67
394,에어팟 프로 2,이어폰/헤드폰,호환 이어팁이 많이 없어요. 정품만 써야 해요.,2,2025-02-11,34
395,다이슨 V15,청소기,스틱 청소기 중 최고예요! 다이슨 믿고 삽니다.,5,2025-02-12,89
396,다이슨 V15,청소기,가격 인상이 너무 심해요. 처음보다 많이 올랐어요.,2,2025-02-13,67
397,삼성 비스포크 냉장고,가전,4도어라서 수납 구분이 잘 돼요! 정리하기 좋아요.,5,2025-02-14,56
398,삼성 비스포크 냉장고,가전,깊이가 깊어서 안쪽 음식 잊어버리기 쉬워요.,3,2025-02-15,34
399,LG 올레드 TV,TV,AI 업스케일링이 좋아요! 저화질도 선명해져요.,5,2025-02-16,78
400,LG 올레드 TV,TV,마법 리모컨 건전지가 빨리 닳아요. 자주 교체해요.,2,2025-02-17,45
401,샤오미 로봇청소기,청소기,다중 층 매핑이 돼요! 2층 집도 OK!,5,2025-02-18,67
402,샤오미 로봇청소기,청소기,앱이 중국어 우선이에요. 한글 번역이 어색해요.,2,2025-02-19,34
403,삼성 갤럭시 버즈3,이어폰/헤드폰,AI 노이즈캔슬링이 스마트해요! 소리에 맞게 조절!,5,2025-02-20,56
404,삼성 갤럭시 버즈3,이어폰/헤드폰,멀티포인트가 불안정해요. 가끔 연결 끊겨요.,2,2025-02-21,34
405,애플 맥북 에어 M3,노트북,미드나잇 색상이 예뻐요! 지문 방지 코팅도 좋아요.,5,2025-02-22,78
406,애플 맥북 에어 M3,노트북,MagSafe가 약간 느슨해요. 쉽게 빠져요.,3,2025-02-23,45
407,삼성 갤럭시 탭 S9,태블릿,IP68 방수라 비 와도 안심! 아웃도어에서도 사용!,5,2025-02-24,56
408,삼성 갤럭시 탭 S9,태블릿,스피커 위치가 가로 모드 기준이에요. 세로로 보면 아쉬워요.,3,2025-02-25,23
409,삼성 갤럭시 S24,스마트폰,카메라 나이트그래피가 좋아요! 야간 촬영 대박!,5,2025-02-26,67
410,삼성 갤럭시 S24,스마트폰,밴드 호환 확인 필요해요. 일부 통신사 제한 있어요.,2,2025-02-27,34
411,애플 아이폰 15,스마트폰,포커스 모드로 집중력 높여요! 방해 차단!,5,2025-02-28,56
412,애플 아이폰 15,스마트폰,배경화면 설정이 복잡해요. 더 쉬웠으면 좋겠어요.,2,2025-03-01,34
413,LG 그램 17,노트북,인텔 Evo 인증이라 성능 보장돼요!,5,2025-03-02,67
414,LG 그램 17,노트북,지문 인식이 가끔 안 돼요. 재시도 필요해요.,3,2025-03-03,45
415,소니 WH-1000XM5,이어폰/헤드폰,소니 360 리얼리티 오디오가 대박이에요!,5,2025-03-04,78
416,소니 WH-1000XM5,이어폰/헤드폰,유선 케이블이 짧아요. 더 길었으면 해요.,2,2025-03-05,23
417,에어팟 프로 2,이어폰/헤드폰,H2 칩이라 연결이 빠르고 안정적이에요!,5,2025-03-06,56
418,에어팟 프로 2,이어폰/헤드폰,3.5mm 잭 지원 안 해요. 비행기에서 불편해요.,2,2025-03-07,45
419,다이슨 V15,청소기,모터바 브러시가 얽힘 방지돼요! 머리카락 안 감겨요.,5,2025-03-08,67
420,다이슨 V15,청소기,정품 부품 구하기 어려워요. 호환 부품 많이 써요.,2,2025-03-09,34
421,삼성 비스포크 냉장고,가전,스마트싱스로 외출중에도 온도 확인 가능해요!,5,2025-03-10,56
422,삼성 비스포크 냉장고,가전,앱 업데이트가 잦아요. 자주 바뀌어서 적응 필요해요.,2,2025-03-11,23
423,LG 올레드 TV,TV,120Hz라서 스포츠 경기 볼 때 부드러워요!,5,2025-03-12,78
424,LG 올레드 TV,TV,OLED 수명이 걱정돼요. 몇 년 쓸 수 있을지..,3,2025-03-13,67
425,삼성 갤럭시 S24,스마트폰,갤럭시 AI가 진짜 유용해요! 생산성이 올라가요.,5,2025-03-14,89
426,삼성 갤럭시 S24,스마트폰,AI 기능 중 일부가 아직 불안정해요. 개선 필요해요.,3,2025-03-15,56
427,애플 아이폰 15,스마트폰,페이스ID 인식 속도가 빨라요! 순간 해제!,5,2025-03-16,67
428,애플 아이폰 15,스마트폰,마스크 쓰면 가끔 인식 안 돼요. 불편할 때 있어요.,2,2025-03-17,45
429,LG 그램 17,노트북,PDF 읽기에 화면 크기가 딱이에요! 문서 작업 편해요.,5,2025-03-18,56
430,LG 그램 17,노트북,웹캠 위치가 화면 아래라 각도가 안 좋아요. 코털 보여요.,2,2025-03-19,78
431,소니 WH-1000XM5,이어폰/헤드폰,접이식 안 되는 게 휴대성에선 아쉽지만 편안함은 좋아요.,4,2025-03-20,45
432,소니 WH-1000XM5,이어폰/헤드폰,가죽 이어패드가 여름에 땀이 차요. 통기성 부족해요.,3,2025-03-21,34
433,에어팟 프로 2,이어폰/헤드폰,적응형 EQ로 내 귀에 맞는 소리가 나와요!,5,2025-03-22,67
434,에어팟 프로 2,이어폰/헤드폰,펌웨어 업데이트 후 가끔 버그 있어요. 수정해주세요.,2,2025-03-23,45
435,다이슨 V15,청소기,무게 밸런스가 좋아요! 손목 덜 아파요.,5,2025-03-24,56
436,다이슨 V15,청소기,색상 옵션이 적어요. 더 다양했으면 좋겠어요.,2,2025-03-25,23
437,삼성 비스포크 냉장고,가전,음성으로 냉장고 조작 가능해요! 손 바쁠 때 편해요.,5,2025-03-26,67
438,삼성 비스포크 냉장고,가전,빅스비가 한글 인식을 잘 못해요. 발음 정확해야 해요.,2,2025-03-27,45
439,LG 올레드 TV,TV,시네마틱 사운드로 TV 스피커가 좋아요!,5,2025-03-28,78
440,LG 올레드 TV,TV,사운드바 없으면 음질이 아쉬워요. 추가 구매 권장해요.,3,2025-03-29,56
441,삼성 갤럭시 S24,스마트폰,삼성페이가 편해요! 어디서나 결제 가능!,5,2025-03-30,67
442,삼성 갤럭시 S24,스마트폰,삼성 계정 필수라 번거로워요. 구글 계정만 쓰고 싶어요.,2,2025-03-31,34
443,애플 아이폰 15,스마트폰,사진 라이브러리가 클라우드와 잘 연동돼요!,5,2025-04-01,56
444,애플 아이폰 15,스마트폰,iCloud 무료 용량이 5GB뿐이에요. 너무 적어요.,2,2025-04-02,78
445,삼성 갤럭시 버즈3,이어폰/헤드폰,실시간 번역이 가능해요! 해외여행 필수템!,5,2025-04-03,89
446,삼성 갤럭시 버즈3,이어폰/헤드폰,번역 정확도가 아직 부족해요. 오역이 있어요.,3,2025-04-04,56
447,애플 맥북 에어 M3,노트북,배터리 18시간 간다더니 진짜예요! 충전기 안 들고 다녀요.,5,2025-04-05,78
448,애플 맥북 에어 M3,노트북,RAM 8GB 기본은 부족해요. 16GB 업그레이드 필수!,3,2025-04-06,67
449,삼성 갤럭시 탭 S9,태블릿,원노트 필기가 부드러워요! 강의 필기에 최고!,5,2025-04-07,56
450,삼성 갤럭시 탭 S9,태블릿,S펜 분실하기 쉬워요. 자석 부착력이 약해요.,2,2025-04-08,45
451,아이패드 프로 M4,태블릿,프로크리에이트로 그림 그리기 최고예요!,5,2025-04-09,78
452,아이패드 프로 M4,태블릿,프로 앱들이 구독제라 비용이 계속 들어요.,3,2025-04-10,56
453,삼성 갤럭시 S24,스마트폰,5000mAh 배터리로 하루 종일 사용 가능해요!,5,2025-04-11,67
454,삼성 갤럭시 S24,스마트폰,무선충전이 느려요. 유선이 훨씬 빠릅니다.,2,2025-04-12,34
455,애플 아이폰 15,스마트폰,액션 버튼 커스터마이징이 편해요! 자주 쓰는 기능 등록!,5,2025-04-13,78
456,애플 아이폰 15,스마트폰,음량 버튼이 작아서 누르기 어려워요. 케이스 끼면 더 힘들어요.,2,2025-04-14,45
457,LG 그램 17,노트북,HDMI 포트가 있어서 외부 모니터 연결 편해요!,5,2025-04-15,56
458,LG 그램 17,노트북,SD카드 슬롯이 없어요. 리더기 따로 필요해요.,2,2025-04-16,34
